Followers,Total Videos,Upload Year,Upload Month,Upload Day,Upload Weekday,Engagement Rate,Number of Hashtags,Upload_Afternoon,Upload_Evening,Upload_Midnight,Upload_Morning
11400000,875,2020,11,1,7,0.0969238596491228,1,0,1,0,0
11400000,875,2020,11,1,7,0.0447135087719298,0,0,1,0,0
11400000,875,2020,10,31,6,0.0536054385964912,0,0,0,1,0
11400000,875,2020,10,30,5,0.0424642105263157,0,0,1,0,0
11400000,875,2020,10,30,5,0.0600920175438596,0,0,1,0,0
11400000,875,2020,10,28,3,0.0500118421052631,0,1,0,0,0
11400000,875,2020,10,26,1,0.0369121052631578,0,0,1,0,0
11400000,875,2020,10,24,6,0.0433943859649122,0,1,0,0,0
11400000,875,2020,10,24,6,0.0802468421052631,0,1,0,0,0
11400000,875,2020,10,22,4,0.0626394736842105,0,0,1,0,0
11400000,875,2020,10,21,3,0.0730331578947368,0,0,0,1,0
11400000,875,2020,10,21,3,0.0880545614035087,0,0,0,1,0
11400000,875,2020,10,20,2,0.0261991228070175,4,0,1,0,0
30500000,840,2020,11,6,5,0.0106068524590163,0,0,1,0,0
30500000,840,2020,11,3,2,0.053041868852459,2,0,1,0,0
30500000,840,2020,10,31,6,0.069413606557377,0,0,0,1,0
30500000,840,2020,10,31,6,0.0494243606557377,0,0,0,1,0
30500000,840,2020,10,31,6,0.0599462295081967,0,0,0,1,0
30500000,840,2020,10,31,6,0.0395544590163934,0,0,0,1,0
30500000,840,2020,10,31,6,0.0466157049180327,0,0,0,1,0
30500000,840,2020,10,31,6,0.0296059016393442,1,0,0,1,0
30500000,840,2020,10,29,4,0.0171907868852459,0,0,0,1,0
30500000,840,2020,10,29,4,0.0566180655737704,0,0,0,1,0
30500000,840,2020,10,28,3,0.0528350163934426,0,0,1,0,0
30500000,840,2020,10,28,3,0.0363142295081967,0,0,1,0,0
30500000,840,2020,10,26,1,0.0306953770491803,0,0,1,0,0
30500000,840,2020,10,26,1,0.0529471803278688,0,0,1,0,0
30500000,840,2020,10,26,1,0.0496655409836065,0,0,1,0,0
30500000,840,2020,10,26,1,0.0626109836065573,0,0,1,0,0
30500000,840,2020,10,26,1,0.0898627540983606,0,0,1,0,0
30500000,840,2020,10,17,6,0.0366803278688524,0,1,0,0,0
30500000,840,2020,10,15,4,0.0694895081967213,0,1,0,0,0
30500000,840,2020,10,15,4,0.0364439672131147,0,1,0,0,0
30500000,840,2020,10,14,3,0.059724,0,1,0,0,0
30500000,840,2020,10,12,1,0.0371291147540983,0,0,1,0,0
30500000,840,2020,10,10,6,0.0838939016393442,0,0,1,0,0
13500000,576,2020,11,8,7,0.009431037037037,0,0,0,1,0
13500000,576,2020,11,7,6,0.0657145185185185,0,0,0,1,0
13500000,576,2020,11,4,3,0.0429474074074074,0,0,0,1,0
13500000,576,2020,11,2,1,0.0426522222222222,0,0,0,1,0
13500000,576,2020,11,1,7,0.0568943703703703,0,0,1,0,0
13500000,576,2020,10,31,6,0.0462151851851851,0,0,1,0,0
13500000,576,2020,10,31,6,0.052006,0,0,0,0,1
13500000,576,2020,10,31,6,0.065258074074074,0,0,0,1,0
13500000,576,2020,10,29,4,0.0726008148148148,0,0,0,1,0
13500000,576,2020,10,29,4,0.0893903703703703,0,0,0,1,0
13500000,576,2020,10,27,2,0.0731124444444444,0,0,1,0,0
13500000,576,2020,10,23,5,0.0971469629629629,0,0,1,0,0
13500000,576,2020,10,23,5,0.0499657777777777,0,0,0,1,0
13500000,576,2020,10,20,2,0.0724397777777777,0,0,1,0,0
13500000,576,2020,10,20,2,0.0819254074074074,0,0,0,1,0
13500000,576,2020,10,19,1,0.048406074074074,0,0,1,0,0
13500000,576,2020,10,18,7,0.0536022962962962,0,0,1,0,0
13500000,576,2020,10,18,7,0.0824691111111111,0,0,1,0,0
13500000,576,2020,10,17,6,0.0972037777777777,0,0,1,0,0
13100000,1613,2020,11,8,7,0.0006803816793893,0,0,0,1,0
13100000,1613,2020,11,6,5,0.0046880916030534,0,0,0,1,0
13100000,1613,2020,11,6,5,0.0032094656488549,1,0,0,1,0
13100000,1613,2020,11,5,4,0.0131733587786259,0,0,1,0,0
13100000,1613,2020,11,5,4,0.0126117557251908,2,0,1,0,0
13100000,1613,2020,11,5,4,0.0082354961832061,0,0,1,0,0
13100000,1613,2020,11,5,4,0.0154145038167938,0,0,1,0,0
13100000,1613,2020,11,5,4,0.003128320610687,0,0,1,0,0
13100000,1613,2020,11,5,4,0.0084228244274809,1,0,1,0,0
13100000,1613,2020,11,3,2,0.0083878625954198,1,0,1,0,0
13100000,1613,2020,11,3,2,0.0167938167938931,2,0,1,0,0
13100000,1613,2020,11,3,2,0.0074945801526717,0,0,1,0,0
13100000,1613,2020,11,3,2,0.0037251908396946,2,0,1,0,0
13100000,1613,2020,11,3,2,0.0017997709923664,0,0,1,0,0
13100000,1613,2020,11,3,2,0.0039748091603053,1,0,1,0,0
13100000,1613,2020,11,2,1,0.0244159541984732,1,0,1,0,0
13100000,1613,2020,11,2,1,0.0269130534351145,0,0,1,0,0
13100000,1613,2020,11,1,7,0.0103854198473282,0,0,1,0,0
13100000,1613,2020,11,1,7,0.0303033587786259,0,0,1,0,0
13100000,1613,2020,11,1,7,0.0159207633587786,1,0,0,1,0
13100000,1613,2020,11,1,7,0.0028256488549618,1,0,0,1,0
13100000,1613,2020,11,1,7,0.003712748091603,1,0,0,1,0
13100000,1613,2020,11,1,7,0.007456641221374,1,0,0,1,0
13100000,1613,2020,10,31,6,0.0080411450381679,1,0,1,0,0
13100000,1613,2020,10,31,6,0.0169893893129771,0,0,1,0,0
12700000,574,2020,11,7,6,0.0137280314960629,0,0,1,0,0
12700000,574,2020,11,7,6,0.0791429921259842,0,1,0,0,0
12700000,574,2020,11,7,6,0.0354613385826771,0,0,0,1,0
12700000,574,2020,11,6,5,0.0121492125984251,2,0,1,0,0
12700000,574,2020,11,6,5,0.0097995275590551,0,1,0,0,0
12700000,574,2020,11,6,5,0.0233544881889763,0,0,0,1,0
12700000,574,2020,11,6,5,0.0133893700787401,0,0,0,1,0
12700000,574,2020,11,5,4,0.0082795275590551,0,0,1,0,0
12700000,574,2020,11,4,3,0.0049676377952755,0,0,0,1,0
12700000,574,2020,11,3,2,0.0151410236220472,1,0,1,0,0
12700000,574,2020,11,3,2,0.0145887401574803,0,0,0,1,0
12700000,574,2020,11,2,1,0.0183462992125984,0,0,1,0,0
12700000,574,2020,11,2,1,0.0114335433070866,0,1,0,0,0
12700000,574,2020,11,2,1,0.0430807874015748,0,0,0,1,0
12700000,574,2020,11,1,7,0.0380066929133858,1,0,1,0,0
12700000,574,2020,11,1,7,0.0148466141732283,0,0,0,1,0
12700000,574,2020,10,31,6,0.0083475590551181,0,0,1,0,0
12700000,574,2020,10,31,6,0.0258122834645669,0,1,0,0,0
12700000,574,2020,10,30,5,0.0407748031496063,0,1,0,0,0
12700000,574,2020,10,30,5,0.0109956692913385,0,0,0,1,0
12700000,574,2020,10,29,4,0.0199554330708661,0,0,1,0,0
12700000,574,2020,10,29,4,0.0123629133858267,2,0,0,1,0
12700000,574,2020,10,28,3,0.0338194488188976,0,0,1,0,0
12700000,574,2020,10,28,3,0.0549625984251968,1,1,0,0,0
12700000,574,2020,10,28,3,0.0078835433070866,1,0,0,1,0
1300000,580,2020,6,21,7,0.0038876923076923,0,1,0,0,0
1300000,580,2020,6,13,6,0.0035507692307692,0,1,0,0,0
1300000,580,2020,6,10,3,0.0024807692307692,0,0,0,0,1
1300000,580,2020,6,6,6,0.0035707692307692,1,1,0,0,0
1300000,580,2020,6,6,6,0.0025507692307692,0,0,0,0,1
1300000,580,2020,6,5,5,0.0097692307692307,0,1,0,0,0
1300000,580,2020,6,5,5,0.0031246153846153,0,1,0,0,0
1300000,580,2020,6,5,5,0.0012461538461538,0,1,0,0,0
1300000,580,2020,5,29,5,0.0141423076923076,0,0,0,0,1
1300000,580,2020,5,15,5,0.0041661538461538,0,0,0,0,1
1300000,580,2020,5,9,6,0.0026784615384615,0,1,0,0,0
1300000,580,2020,5,8,5,0.0419892307692307,1,1,0,0,0
1300000,580,2020,5,6,3,0.0029530769230769,0,1,0,0,0
1300000,580,2020,5,2,6,0.0023730769230769,0,1,0,0,0
1300000,580,2020,4,28,2,0.0092146153846153,0,0,0,0,1
1300000,580,2020,4,26,7,0.0050092307692307,0,1,0,0,0
1300000,580,2020,4,24,5,0.0045646153846153,0,0,0,0,1
1300000,580,2020,4,22,3,0.0026538461538461,0,1,0,0,0
1300000,580,2020,4,22,3,0.0017523076923076,0,1,0,0,0
1300000,580,2020,4,22,3,0.001906923076923,0,1,0,0,0
1300000,580,2020,4,22,3,0.0018038461538461,0,1,0,0,0
1300000,580,2020,4,15,3,0.0053330769230769,0,0,0,0,1
1300000,580,2020,4,15,3,0.0063876923076923,0,0,0,0,1
1300000,580,2020,4,12,7,0.01501,2,0,0,0,1
1300000,580,2020,4,11,6,0.0053092307692307,0,0,1,0,0
10000000,690,2020,6,30,2,0.0007667,4,0,0,0,1
10000000,690,2020,6,30,2,0.0005468,0,0,0,0,1
10000000,690,2020,6,30,2,0.0005938,4,0,0,0,1
10000000,690,2020,6,29,1,0.0004863,7,0,0,1,0
10000000,690,2020,6,28,7,0.0058462,7,0,0,1,0
10000000,690,2020,6,27,6,0.0046347,5,1,0,0,0
10000000,690,2020,6,27,6,0.0019308,8,0,0,0,1
10000000,690,2020,6,27,6,0.0130808,5,0,0,1,0
10000000,690,2020,6,27,6,0.0052284,7,0,0,1,0
10000000,690,2020,6,26,5,0.004685,6,1,0,0,0
10000000,690,2020,6,26,5,0.0033105,4,1,0,0,0
10000000,690,2020,6,26,5,0.0098902,5,0,0,1,0
10000000,690,2020,6,25,4,0.0009745,4,1,0,0,0
10000000,690,2020,6,25,4,0.0007067,6,0,0,0,1
10000000,690,2020,6,25,4,0.0074274,5,0,0,1,0
10000000,690,2020,6,24,3,0.0110035,5,0,0,1,0
10000000,690,2020,6,24,3,0.0097238,7,0,0,1,0
10000000,690,2020,6,23,2,0.0440333,5,0,0,1,0
10000000,690,2020,6,22,1,0.0202434,5,1,0,0,0
10000000,690,2020,6,22,1,0.0011595,3,0,0,0,1
10000000,690,2020,6,22,1,0.0094935,6,0,0,1,0
10000000,690,2020,6,21,7,0.0371766,4,0,1,0,0
10000000,690,2020,6,21,7,0.0136844,7,0,0,0,1
10000000,690,2020,6,20,6,0.0193697,8,0,0,0,1
5000000,1256,2020,6,29,1,0.0042128,3,0,1,0,0
5000000,1256,2020,6,29,1,0.0042074,2,0,1,0,0
5000000,1256,2020,6,29,1,0.0024612,3,0,1,0,0
5000000,1256,2020,6,29,1,0.0069982,4,1,0,0,0
5000000,1256,2020,6,29,1,0.003501,2,1,0,0,0
5000000,1256,2020,6,29,1,0.0027836,3,1,0,0,0
5000000,1256,2020,6,29,1,0.0110808,4,0,0,0,1
5000000,1256,2020,6,29,1,0.009239,3,0,0,1,0
5000000,1256,2020,6,28,7,0.0207896,5,0,0,0,1
5000000,1256,2020,6,28,7,0.0053996,5,0,0,1,0
5000000,1256,2020,6,27,6,0.014274,4,0,0,0,1
5000000,1256,2020,6,27,6,0.0129434,5,0,0,1,0
5000000,1256,2020,6,26,5,0.007503,5,1,0,0,0
5000000,1256,2020,6,26,5,0.00246,4,0,0,0,1
5000000,1256,2020,6,26,5,0.0098084,5,0,0,1,0
5000000,1256,2020,6,25,4,0.0088212,4,1,0,0,0
5000000,1256,2020,6,25,4,0.0056728,5,0,0,0,1
5000000,1256,2020,6,25,4,0.0306128,4,0,0,1,0
5000000,1256,2020,6,24,3,0.0055626,4,1,0,0,0
5000000,1256,2020,6,24,3,0.0094988,4,0,0,0,1
5000000,1256,2020,6,24,3,0.0215354,4,0,0,1,0
5000000,1256,2020,6,23,2,0.012567,4,1,0,0,0
5000000,1256,2020,6,23,2,0.0138126,3,0,0,1,0
5000000,1256,2020,6,22,1,0.0045924,6,1,0,0,0
5000000,1256,2020,6,22,1,0.0055196,4,0,0,0,1
10000000,1127,2020,6,30,2,0.002939,5,0,0,0,1
10000000,1127,2020,6,30,2,0.0068015,5,0,0,1,0
10000000,1127,2020,6,29,1,0.0131126,0,0,1,0,0
10000000,1127,2020,6,29,1,0.0158535,4,0,1,0,0
10000000,1127,2020,6,29,1,0.0096081,4,1,0,0,0
10000000,1127,2020,6,29,1,0.0122471,4,1,0,0,0
10000000,1127,2020,6,29,1,0.0031797,0,1,0,0,0
10000000,1127,2020,6,29,1,0.0078629,0,0,0,0,1
10000000,1127,2020,6,28,7,0.0136334,4,0,0,1,0
10000000,1127,2020,6,27,6,0.0157966,5,1,0,0,0
10000000,1127,2020,6,27,6,0.0255734,4,1,0,0,0
10000000,1127,2020,6,26,5,0.0094684,4,1,0,0,0
10000000,1127,2020,6,26,5,0.0097571,4,0,0,1,0
10000000,1127,2020,6,25,4,0.0111344,5,1,0,0,0
10000000,1127,2020,6,25,4,0.040192,6,1,0,0,0
10000000,1127,2020,6,25,4,0.0153101,4,1,0,0,0
10000000,1127,2020,6,25,4,0.0289268,4,1,0,0,0
10000000,1127,2020,6,24,3,0.0160263,4,1,0,0,0
10000000,1127,2020,6,24,3,0.0129045,3,1,0,0,0
10000000,1127,2020,6,22,1,0.021469,6,1,0,0,0
10000000,1127,2020,6,22,1,0.0228448,5,1,0,0,0
10000000,1127,2020,6,22,1,0.0390996,6,1,0,0,0
10000000,1127,2020,6,22,1,0.0015457,5,1,0,0,0
10000000,1127,2020,6,22,1,0.0073404,7,0,0,1,0
10000000,1127,2020,6,22,1,0.031999,6,0,0,1,0
14400000,1194,2020,6,30,2,0.0025126388888888,2,0,0,0,1
14400000,1194,2020,6,30,2,0.0042045833333333,2,0,0,0,1
14400000,1194,2020,6,30,2,0.0015904861111111,2,0,0,0,1
14400000,1194,2020,6,30,2,0.0080715972222222,2,0,0,1,0
14400000,1194,2020,6,30,2,0.0033358333333333,2,0,0,1,0
14400000,1194,2020,6,30,2,0.00320125,2,0,0,1,0
14400000,1194,2020,6,29,1,0.006068125,2,1,0,0,0
14400000,1194,2020,6,29,1,0.00235125,0,1,0,0,0
14400000,1194,2020,6,29,1,0.0052207638888888,0,1,0,0,0
14400000,1194,2020,6,29,1,0.0033605555555555,2,1,0,0,0
14400000,1194,2020,6,29,1,0.0037151388888888,4,0,0,0,1
14400000,1194,2020,6,29,1,0.0047549305555555,5,0,0,0,1
14400000,1194,2020,6,29,1,0.0048353472222222,6,0,0,0,1
14400000,1194,2020,6,29,1,0.0105136111111111,4,0,0,0,1
14400000,1194,2020,6,28,7,0.0053604861111111,6,1,0,0,0
14400000,1194,2020,6,28,7,0.0047344444444444,5,0,0,0,1
14400000,1194,2020,6,28,7,0.0090554166666666,4,0,0,1,0
14400000,1194,2020,6,27,6,0.0081844444444444,6,1,0,0,0
14400000,1194,2020,6,27,6,0.0074427083333333,4,1,0,0,0
14400000,1194,2020,6,27,6,0.0084809027777777,5,0,0,0,1
14400000,1194,2020,6,27,6,0.0087654166666666,3,0,0,1,0
14400000,1194,2020,6,27,6,0.0147377083333333,4,0,0,1,0
14400000,1194,2020,6,26,5,0.0133136805555555,4,0,0,1,0
14400000,1194,2020,6,25,4,0.0058375,4,1,0,0,0
14400000,1194,2020,6,25,4,0.0113302777777777,5,0,0,1,0
49600,257,2020,11,7,6,0.0034879032258064,2,0,0,0,1
49600,257,2020,11,6,5,0.0453629032258064,2,0,0,0,1
49600,257,2020,11,6,5,0.0059879032258064,2,0,0,0,1
49600,257,2020,11,5,4,0.0077419354838709,5,0,0,1,0
49600,257,2020,11,4,3,0.0202419354838709,4,0,1,0,0
49600,257,2020,11,3,2,0.0118346774193548,3,0,1,0,0
49600,257,2020,11,3,2,0.0213306451612903,5,0,1,0,0
49600,257,2020,11,2,1,0.0093548387096774,4,0,1,0,0
49600,257,2020,11,2,1,0.0333064516129032,3,0,0,0,1
49600,257,2020,11,1,7,0.0097983870967741,2,0,1,0,0
49600,257,2020,11,1,7,0.0431451612903225,5,0,1,0,0
49600,257,2020,11,1,7,0.044758064516129,3,0,1,0,0
49600,257,2020,11,1,7,0.0190524193548387,2,0,1,0,0
49600,257,2020,10,30,5,0.0324596774193548,2,1,0,0,0
49600,257,2020,10,29,4,0.028508064516129,2,1,0,0,0
49600,257,2020,10,28,3,0.0676209677419354,3,0,1,0,0
49600,257,2020,10,28,3,0.0108467741935483,3,0,1,0,0
49600,257,2020,10,28,3,0.0058870967741935,2,0,0,0,1
49600,257,2020,10,28,3,0.0259072580645161,3,0,0,0,1
49600,257,2020,10,27,2,0.0105846774193548,2,1,0,0,0
49600,257,2020,10,26,1,0.0074798387096774,2,0,1,0,0
49600,257,2020,10,26,1,0.0130040322580645,3,1,0,0,0
49600,257,2020,10,26,1,0.0142338709677419,3,0,0,0,1
49600,257,2020,10,25,7,0.024758064516129,3,0,1,0,0
5186,76,2020,11,2,1,0.0636328576937909,3,0,1,0,0
5186,76,2020,10,24,6,0.0138835325877362,5,0,0,0,1
5186,76,2020,10,12,1,0.0136907057462398,3,0,0,0,1
5186,76,2020,10,7,3,0.0150404936367142,4,0,1,0,0
5186,76,2020,10,4,7,0.0254531430775163,3,1,0,0,0
5186,76,2020,10,1,4,0.0566910913999228,3,1,0,0,0
5186,76,2020,9,29,2,0.0250674893945237,3,1,0,0,0
5186,76,2020,9,28,1,0.0337446972618588,4,1,0,0,0
5186,76,2020,9,27,7,0.0516775935210181,3,1,0,0,0
5186,76,2020,9,27,7,0.0287311993829541,4,0,0,1,0
5186,76,2020,9,26,6,0.0701889703046664,3,0,0,1,0
5186,76,2020,9,25,5,0.0150404936367142,3,0,0,0,1
5186,76,2020,9,24,4,0.0102198225993058,3,0,0,0,1
5186,76,2020,9,23,3,0.0163902815271885,3,0,1,0,0
5186,76,2020,9,22,2,0.0053991515618974,3,1,0,0,0
5186,76,2020,9,21,1,0.026417277284998,3,1,0,0,0
5186,76,2020,9,20,7,0.0156189741612032,3,0,0,1,0
5186,76,2020,9,19,6,0.0142691862707288,3,0,0,0,1
5186,76,2020,9,18,5,0.0069417662938681,3,0,0,0,1
5186,76,2020,9,17,4,0.002313922097956,2,0,0,1,0
5186,76,2020,9,16,3,0.0202468183571153,3,0,0,1,0
5186,76,2020,9,15,2,0.005206324720401,4,0,0,1,0
378500,75,2020,11,7,6,0.0357754293262879,0,1,0,0,0
378500,75,2020,11,4,3,0.0124042272126816,0,1,0,0,0
378500,75,2020,11,3,2,0.0060792602377807,0,0,1,0,0
378500,75,2020,10,30,5,0.0039815059445178,2,0,1,0,0
378500,75,2020,10,30,5,0.0093315719947159,0,0,1,0,0
378500,75,2020,10,28,3,0.0040475561426684,0,0,1,0,0
378500,75,2020,10,28,3,0.017112285336856,1,0,1,0,0
378500,75,2020,10,16,5,0.0348031704095112,0,0,1,0,0
378500,75,2020,10,14,3,0.0172972258916776,0,0,1,0,0
378500,75,2020,10,13,2,0.0045336856010568,0,0,1,0,0
378500,75,2020,10,13,2,0.0090383091149273,0,0,1,0,0
378500,75,2020,10,13,2,0.006005284015852,0,0,1,0,0
378500,75,2020,10,7,3,0.0076935270805812,0,0,1,0,0
378500,75,2020,10,4,7,0.0229273447820343,0,0,1,0,0
378500,75,2020,10,2,5,0.0425099075297225,0,0,1,0,0
378500,75,2020,9,30,3,0.100229854689564,0,0,1,0,0
378500,75,2020,9,29,2,0.0193949801849405,0,0,1,0,0
378500,75,2020,9,24,4,0.0355033025099075,1,0,1,0,0
378500,75,2020,9,24,4,0.0233553500660501,2,0,1,0,0
378500,75,2020,9,23,3,0.0365495376486129,0,0,1,0,0
378500,75,2020,9,22,2,0.0192073976221928,1,0,1,0,0
378500,75,2020,9,22,2,0.0204914134742404,0,0,1,0,0
378500,75,2020,9,19,6,0.0253051519154557,0,0,1,0,0
378500,75,2020,9,18,5,0.0523645970937912,0,0,1,0,0
2700000,22,2020,3,23,1,0.0533474074074074,0,1,0,0,0
2700000,22,2020,3,4,3,0.0868625925925925,0,0,1,0,0
2700000,22,2020,2,21,5,0.0567151851851851,0,0,0,1,0
2700000,22,2020,2,14,5,0.0422833333333333,0,1,0,0,0
2700000,22,2020,2,13,4,0.0527833333333333,0,0,1,0,0
2700000,22,2020,2,11,2,0.0953592592592592,0,0,1,0,0
2700000,22,2020,2,10,1,0.0374522222222222,1,0,1,0,0
2700000,22,2020,2,10,1,0.0365844444444444,0,0,1,0,0
2700000,22,2020,2,9,7,0.0530885185185185,0,1,0,0,0
2700000,22,2020,2,8,6,0.0343488888888888,0,0,0,1,0
2700000,22,2020,2,8,6,0.0211744444444444,0,0,0,1,0
2700000,22,2020,2,8,6,0.0216555555555555,0,0,0,1,0
2700000,22,2020,2,8,6,0.0253148148148148,0,0,0,1,0
2700000,22,2020,2,7,5,0.0249448148148148,0,0,1,0,0
2700000,22,2020,2,5,3,0.0587848148148148,0,0,0,1,0
2700000,22,2020,2,5,3,0.0319633333333333,1,0,0,1,0
492700,17,2020,10,6,2,0.0438928353967931,1,0,1,0,0
492700,17,2020,9,12,6,0.0350476963669575,1,0,0,1,0
492700,17,2020,8,25,2,0.0497787700426222,0,0,1,0,0
492700,17,2020,6,30,2,0.0433955754008524,0,0,1,0,0
492700,17,2020,6,18,4,0.090692104729044,0,0,1,0,0
492700,17,2020,5,27,3,0.0412380759082606,0,1,0,0,0
492700,17,2020,4,28,2,0.094221635883905,1,0,1,0,0
492700,17,2020,4,27,1,0.0435823016034097,1,0,1,0,0
492700,17,2020,4,7,2,0.0652770448548812,0,0,1,0,0
492700,17,2020,4,2,4,0.0436776943373249,0,1,0,0,0
492700,17,2020,3,9,1,0.0486929165820986,2,0,1,0,0
492700,17,2020,2,25,2,0.0451532372640552,3,0,1,0,0
492700,17,2020,2,24,1,0.0508565049725999,0,0,1,0,0
492700,17,2020,2,18,2,0.0630099451999188,0,0,1,0,0
492700,17,2020,2,18,2,0.0744043028211893,0,0,1,0,0
492700,17,2020,2,18,2,0.0368540694134361,0,0,1,0,0
4700000,192,2020,11,4,3,0.0112831914893617,0,1,0,0,0
4700000,192,2020,11,4,3,0.0125710638297872,0,0,0,1,0
4700000,192,2020,11,2,1,0.0057261702127659,1,0,1,0,0
4700000,192,2020,11,2,1,0.0027191489361702,0,1,0,0,0
4700000,192,2020,11,1,7,0.0493774468085106,0,0,1,0,0
4700000,192,2020,11,1,7,0.0360270212765957,0,0,1,0,0
4700000,192,2020,10,31,6,0.0223517021276595,0,0,1,0,0
4700000,192,2020,10,29,4,0.0136523404255319,0,0,0,1,0
4700000,192,2020,10,28,3,0.0126785106382978,2,0,1,0,0
4700000,192,2020,10,26,1,0.0123889361702127,0,0,0,1,0
4700000,192,2020,10,23,5,0.0863193617021276,0,0,1,0,0
4700000,192,2020,10,23,5,0.016507659574468,0,1,0,0,0
4700000,192,2020,10,17,6,0.0646997872340425,0,0,1,0,0
4700000,192,2020,10,15,4,0.0117587234042553,0,0,0,1,0
4700000,192,2020,10,13,2,0.0309361702127659,0,0,1,0,0
4700000,192,2020,10,9,5,0.0585802127659574,1,0,0,1,0
4700000,192,2020,10,3,6,0.0286648936170212,0,0,0,0,1
4700000,192,2020,10,2,5,0.0446287234042553,1,0,0,1,0
4700000,192,2020,9,29,2,0.0546089361702127,3,0,1,0,0
4700000,192,2020,9,29,2,0.0313355319148936,1,0,0,1,0
4700000,192,2020,9,29,2,0.0123265957446808,0,0,0,1,0
4700000,192,2020,9,20,7,0.0398531914893617,0,0,1,0,0
5400000,14,2020,10,31,6,0.0761111111111111,1,1,0,0,0
5400000,14,2020,10,20,2,0.056619074074074,1,0,1,0,0
5400000,14,2020,9,9,3,0.0981212962962962,3,0,0,1,0
7700000,38,2020,10,4,7,0.0203074025974026,0,0,1,0,0
7700000,38,2020,9,9,3,0.0417327272727272,0,0,0,1,0
7700000,38,2020,8,29,6,0.0969541558441558,0,1,0,0,0
7700000,38,2020,8,21,5,0.0658288311688311,0,0,1,0,0
7700000,38,2020,6,24,3,0.0729846753246753,1,0,1,0,0
7700000,38,2020,4,3,5,0.0835892207792207,0,1,0,0,0
7700000,38,2020,3,8,7,0.0999192207792207,0,0,1,0,0
7700000,38,2020,1,18,6,0.0454037662337662,0,0,1,0,0
7700000,38,2019,12,10,2,0.057348961038961,0,0,0,1,0
7700000,38,2019,12,4,3,0.0294641558441558,1,0,0,1,0
7700000,38,2019,11,15,5,0.0609802597402597,0,0,1,0,0
7700000,38,2019,10,29,2,0.023538961038961,0,0,1,0,0
7700000,38,2019,10,25,5,0.0651494805194805,0,0,0,1,0
7700000,38,2019,10,23,3,0.0717494805194805,0,1,0,0,0
7700000,38,2019,10,17,4,0.0768231168831168,0,1,0,0,0
7700000,38,2019,10,16,3,0.0860687012987013,1,0,1,0,0
7700000,38,2019,10,13,7,0.0151007792207792,0,1,0,0,0
7700000,38,2019,9,29,7,0.0678607792207792,3,0,0,1,0
7700000,38,2019,9,14,6,0.094388961038961,0,0,1,0,0
7700000,38,2019,9,2,1,0.0116532467532467,0,0,0,1,0
3400000,608,2020,11,7,6,0.0007191176470588,7,0,1,0,0
3400000,608,2020,11,7,6,0.00412,7,1,0,0,0
3400000,608,2020,11,7,6,0.0028832352941176,7,0,0,1,0
3400000,608,2020,11,6,5,0.0007035294117647,7,0,1,0,0
3400000,608,2020,11,5,4,0.0014273529411764,7,0,1,0,0
3400000,608,2020,11,5,4,0.0060082352941176,7,1,0,0,0
3400000,608,2020,11,5,4,0.0046241176470588,7,0,0,1,0
3400000,608,2020,11,4,3,0.008710294117647,7,1,0,0,0
3400000,608,2020,11,3,2,0.017595,7,0,1,0,0
3400000,608,2020,11,3,2,0.0044017647058823,7,1,0,0,0
3400000,608,2020,11,3,2,0.0092476470588235,7,0,0,1,0
3400000,608,2020,11,2,1,0.0039197058823529,7,1,0,0,0
3400000,608,2020,11,1,7,0.0707117647058823,7,0,1,0,0
3400000,608,2020,10,31,6,0.0273705882352941,7,0,1,0,0
3400000,608,2020,10,31,6,0.0125991176470588,7,1,0,0,0
3400000,608,2020,10,30,5,0.0118058823529411,7,0,1,0,0
3400000,608,2020,10,27,2,0.0510417647058823,9,1,0,0,0
3400000,608,2020,10,26,1,0.0187129411764705,8,1,0,0,0
3400000,608,2020,10,23,5,0.0041932352941176,8,0,1,0,0
3400000,608,2020,10,23,5,0.0097270588235294,7,1,0,0,0
3400000,608,2020,10,20,2,0.013960294117647,7,1,0,0,0
3400000,608,2020,10,19,1,0.0151567647058823,7,0,0,0,1
3400000,608,2020,10,18,7,0.0484861764705882,7,0,0,0,1
3400000,608,2020,10,17,6,0.0211076470588235,7,0,1,0,0
5800000,738,2020,11,8,7,0.0001646551724137,4,0,0,1,0
5800000,738,2020,11,7,6,0.0027272413793103,3,0,1,0,0
5800000,738,2020,11,7,6,0.0042836206896551,2,0,0,1,0
5800000,738,2020,11,6,5,0.0029486206896551,4,0,1,0,0
5800000,738,2020,11,6,5,0.0025262068965517,2,0,1,0,0
5800000,738,2020,11,6,5,0.0032796551724137,2,1,0,0,0
5800000,738,2020,11,6,5,0.0039218965517241,3,0,0,1,0
5800000,738,2020,11,5,4,0.0004856896551724,4,0,1,0,0
5800000,738,2020,11,5,4,0.0028091379310344,3,0,1,0,0
5800000,738,2020,11,5,4,0.0027282758620689,2,0,0,1,0
5800000,738,2020,11,5,4,0.0040032758620689,3,0,0,1,0
5800000,738,2020,11,4,3,0.0026393103448275,2,0,1,0,0
5800000,738,2020,11,4,3,0.0137843103448275,2,0,0,1,0
5800000,738,2020,11,4,3,0.0112991379310344,4,0,0,1,0
5800000,738,2020,11,3,2,0.0208894827586206,3,0,1,0,0
5800000,738,2020,11,3,2,0.0021191379310344,5,1,0,0,0
5800000,738,2020,11,3,2,0.0090205172413793,3,0,0,1,0
